Mod:Item:MetaData, Localized Name
arsmagica2:vinteumOre:8, Блок солнечного камня
arsmagica2:vinteumOre:9, Химеритовый блок
arsmagica2:blueOrchid, Звездоцвет
arsmagica2:desertNova, Пустынная звезда
arsmagica2:keystoneChest, Рунический сундук
arsmagica2:blockLectern, Лекторий
arsmagica2:manaBattery, Аккумулятор маны
arsmagica2:blockArcaneReconstructor, Чародейский реконструктор
arsmagica2:magicWall, Магическая стена
arsmagica2:occulus, Око
arsmagica2:CraftingAltar, Алтарь Создания
arsmagica2:SpellRune, Руна заклинаний
arsmagica2:VinteumTorch, Винтеумный факел
arsmagica2:ParticleEmitter, Излучатель частиц
arsmagica2:InscriptionTable, Стол начертания
arsmagica2:spatialVortex, Пространственный вихрь
arsmagica2:invisibleUtility, tile.arsmagica2:invisibleUtility.name
arsmagica2:Aum, Аум
arsmagica2:TarmaRoot, Корень Тарма
arsmagica2:EffervescentSnowdrop, Проснувшийся подснежник
arsmagica2:SanguineAmaryllis, Кроваво-красный Амариллис
arsmagica2:InfusedStem, Зачарованный росток
arsmagica2:WitchwoodLog, Древесина ведьминого дерева
arsmagica2:DrainedWitchwoodLog, Бревно осушенного ведьминого дерева
arsmagica2:WitchwoodLeaves, Листва ведьминого дерева
arsmagica2:Summoner, Призыватель
arsmagica2:liquidEssence, Жидкий эфириум
arsmagica2:redstoneInlay, Красная инкрустация
arsmagica2:ironInlay, Железная инкрустация
arsmagica2:goldInlay, Золотая инкрустация
arsmagica2:planksWitchwood, Доски из ведьминого дерева
arsmagica2:stairsWitchwood, Ступеньки из ведьминого дерева
arsmagica2:saplingWitchwood, Саженец ведьминого дерева
arsmagica2:magiciansWorkbench, Верстак мага
arsmagica2:everstone, Вечный камень
arsmagica2:keystoneDoor, Руническая дверь
arsmagica2:keystoneTrapDoor, Рунический люк
arsmagica2:slipstreamGenerator, Генератор воздушного потока
arsmagica2:elementalAttuner, Обитель фликеров
arsmagica2:wizardChalk, Руна волшебника
arsmagica2:inertSpawner, Неактивный спавнер
arsmagica2:candle, Свеча-оберег
arsmagica2:brokenLinkBlock, Разорванная энерго-линия
arsmagica2:armorInfuser, Стол особых зачарований брони
arsmagica2:flickerLure, Приманка для фликеров
arsmagica2:arcaneDeconstructor, Чародейский разрушитель
arsmagica2:wakebloom, Рассветница
arsmagica2:otherworldAura, Аура другого мира
arsmagica2:spellSealedDoor, Запечатанная заклинанием дверь
arsmagica2:entropicEvervator, Энтропический Энерватор
arsmagica2:spellReplicator, Репликатор заклинаний
arsmagica2:rainRockrose, Дождевая Камнероза
arsmagica2:stormSawtooth, Штормовой Пилозуб
arsmagica2:imbuedMoonflower, Луноцвет
arsmagica2:witchwoodSingleSlab:0, Witchwood Slab
arsmagica2:witchwoodDoubleSlab:0, Witchwood Slab
arsmagica2:illusionBlock:0, Блок иллюзий
arsmagica2:illusionBlock:1, Блок эфирных иллюзий
arsmagica2:crystalMarker:0, Кристалл импорта
arsmagica2:crystalMarker:1, Кристалл экспорта
arsmagica2:crystalMarker:2, Мимик-кристалл экспорта
arsmagica2:crystalMarker:3, Кристалл указанного экспорта
arsmagica2:crystalMarker:4, Кристалл регулируемого экспорта
arsmagica2:crystalMarker:5, Регулируемый двунаправленный кристалл
arsmagica2:crystalMarker:6, Кристалл указанного импорта
arsmagica2:crystalMarker:7, Финальный кристалл экспорта
arsmagica2:crystalMarker:8, Кристалл экспорта заклинания
AncientWarfare:engineering_station, tile.engineering_station.name
AncientWarfare:research_station, tile.research_station.name
AncientWarfareAutomation:civic_quarry, Quarry
AncientWarfareAutomation:civic_forestry, Tree Farm
AncientWarfareAutomation:civic_crop_farm, Crop Farm
AncientWarfareAutomation:civic_mushroom_farm, Mushroom Farm
AncientWarfareAutomation:civic_animal_farm, Animal Farm
AncientWarfareAutomation:civic_fish_farm, Fish Farm
AncientWarfareAutomation:civic_reed_farm, Reed Farm
AncientWarfareAutomation:civic_warehouse, Warehouse Control Block
AncientWarfareAutomation:warehouse_storage:0, Small Warehouse Storage
AncientWarfareAutomation:warehouse_storage:1, Medium Warehouse Storage
AncientWarfareAutomation:warehouse_storage:2, Large Warehouse Storage
AncientWarfareAutomation:warehouse_interface, Warehouse Interface
AncientWarfareAutomation:warehouse_crafting_station, Warehouse Crafting Station
AncientWarfareAutomation:warehouse_stock_viewer, Warehouse Stock Viewer
AncientWarfareAutomation:civic_auto_crafting, tile.civic_auto_crafting.name
AncientWarfareAutomation:mailbox, Mailbox
AncientWarfareAutomation:flywheel:0, Light Flywheel Controller
AncientWarfareAutomation:flywheel:1, Medium Flywheel Controller
AncientWarfareAutomation:flywheel:2, Heavy Flywheel Controller
AncientWarfareAutomation:flywheel_storage:0, Light Flywheel Energy Storage
AncientWarfareAutomation:flywheel_storage:1, Medium Flywheel Energy Storage
AncientWarfareAutomation:flywheel_storage:2, Heavy Flywheel Energy Storage
AncientWarfareAutomation:torque_conduit:0, Light Torque Junction
AncientWarfareAutomation:torque_conduit:1, Medium Torque Junction
AncientWarfareAutomation:torque_conduit:2, Heavy Torque Junction
AncientWarfareAutomation:torque_shaft:0, Light Torque Shaft
AncientWarfareAutomation:torque_shaft:1, Medium Torque Shaft
AncientWarfareAutomation:torque_shaft:2, Heavy Torque Shaft
AncientWarfareAutomation:torque_distributor:0, Light Torque Distributor
AncientWarfareAutomation:torque_distributor:1, Medium Torque Distributor
AncientWarfareAutomation:torque_distributor:2, Heavy Torque Distributor
AncientWarfareAutomation:torque_generator_sterling:0, Sterling Generator
AncientWarfareAutomation:torque_generator_waterwheel:0, Waterwheel Generator
AncientWarfareAutomation:hand_cranked_engine:0, Hand Cranked Torque Generator
AncientWarfareAutomation:windmill_blade, Windmill Blade
AncientWarfareAutomation:windmill_control:0, Windmill Controller
AncientWarfareAutomation:chunk_loader_simple, Simple Chunk Loader
AncientWarfareAutomation:chunk_loader_deluxe, Deluxe Chunk Loader
AncientWarfareNpc:town_hall, Town Hall
AncientWarfareStructure:advanced_spawner, Advanced Monster Spawner
AncientWarfareStructure:gate_proxy, tile.gate_proxy.name
AncientWarfareStructure:drafting_station, Drafting Station
AncientWarfareStructure:structure_builder_ticked, Survival Structure Builder
AncientWarfareStructure:sound_block, tile.sound_block.name
nevermine:darkstone, Тёмный камень
nevermine:stoneAbyss, Камень Бездны
nevermine:oreBloodstone, Кровавокаменная руда
nevermine:leavesShadow, Тёмные листья
nevermine:leavesBlood, Кровавые листья
nevermine:abyssPortal, Портал Бездны
nevermine:havenPortal, Портал Обители
nevermine:precasiaPortal, Портал Прекасии
nevermine:mysteriumPortal, Портал Мистериума
nevermine:crate, Ящик
nevermine:dirtHaven, Земля Обители
nevermine:leavesHavenBlue, Синие листья Обители
nevermine:leavesHavenYellow, Жёлтые листья Обители
nevermine:leavesHavenPink, Розовые листья Обители
nevermine:leavesHavenRed, Красные листья Обители
nevermine:leavesHavenPurple, Фиолетовые листья Обители
nevermine:leavesHavenTurq, Бирюзовые листья Обители
nevermine:leavesLucalus, Листья лукалуса
nevermine:leavesCycade, Цикадовые листья
nevermine:leavesStranglewood, Листья дерева-душителя
nevermine:oreAmethyst, Аметистовая руда
nevermine:oreChestFragments, Фрагменты груди
nevermine:oreCrystallite, Кристаллитовая руда
nevermine:oreEmberstone, Огнекаменная руда
nevermine:oreFootFragments, Фрагменты стопы
nevermine:oreJade, Нефритовая руда
nevermine:oreLegFragments, Фрагменты ноги
nevermine:oreLimonite, Лимонитовая руда
nevermine:oreRosite, Розитовая руда
nevermine:oreSapphire, Сапфировая руда
nevermine:oreSkullFragments, Фрагменты черепа
nevermine:planksBloodwood, Доски из кровавого дерева
nevermine:planksCycade, Цикадовые доски
nevermine:planksLucalus, Доски лукалуса
nevermine:planksShadow, Теневые доски
nevermine:planksStranglewood, Доски из дерева-душителя
nevermine:spawnerAmphibiyte, Спавнер амфибиатов
nevermine:spawnerNethengeic, Спавнер пылающих зверей
nevermine:spawnerFlesh, Спавнер пожирателей плоти
nevermine:spawnerHaven, Спавнер искателей
nevermine:spawnerHaven2, Спавнер смотрителей
nevermine:spawnerHaven3, Спавнер воларов
nevermine:spawnerPrecasian, Спавнер иозавров
nevermine:spawnerPrecasian2, Спавнер спиноледонов
nevermine:spawnerPrecasian3, Спавнер диокусов
nevermine:spawnerHaunted1, Спавнер баньши
nevermine:spawnerHaunted2, Спавнер фантомов
nevermine:spawnerHaunted3, Спавнер кошмарных пауков
nevermine:spawnerHaunted4, Спавнер троллей-нежитей
nevermine:spawnerRunic, Спавнер рунических големов
nevermine:spawnerKaiyu, Спавнер кайю
nevermine:stonePrecasiaHigh, Камень Прекасии
nevermine:stonePrecasiaLow, Камень Прекасии
nevermine:stoneHaven, Камень Обители
nevermine:twinklestone, Сверкающий камень
nevermine:skeletalBlock, Скелетовый блок
nevermine:brick_0, Покрашенные кирпичи
nevermine:brick_1, Покрашенные кирпичи
nevermine:brick_2, Покрашенные кирпичи
nevermine:brick_3, Покрашенные кирпичи
nevermine:brick_4, Покрашенные кирпичи
nevermine:brick_5, Покрашенные кирпичи
nevermine:brick_6, Покрашенные кирпичи
nevermine:brick_7, Покрашенные кирпичи
nevermine:brick_8, Покрашенные кирпичи
nevermine:brick_9, Покрашенные кирпичи
nevermine:brick_10, Покрашенные кирпичи
nevermine:brick_11, Покрашенные кирпичи
nevermine:brick_12, Покрашенные кирпичи
nevermine:brick_13, Покрашенные кирпичи
